('time,pressure,temperature,'humidity,gyro_x,gyro_y,gyro_z,uv_index,ir_light,visible_light,eco2,tvoc,rawh2,rawethanol,acc_x,acc_y,acc_z,mag_x,mag_y,mag_z,latitude,longitude,altitude,speed,course,acc,gyro,mag),
('2021-03-27 14:37:24.984396',101.75,24.32,-53.94,-0.61,-17.88,1.22,5.71,9038.0,1325.0,400.0,1.0,14858.0,18878.0,-0.29,-0.04,1.0,17.64,6.6,-35.5,0.0,0.0,0.0,0.0,0.0,1.041969289,17.93195193,40.18680878),
('2021-03-27 14:37:26.204416',101.74,24.38,-53.72,-0.37,0.31,-0.55,5.66,8953.0,1314.0,400.0,0.0,14849.0,18872.0,-0.15,-0.05,1.0,17.1,6.32,-35.4,0.0,0.0,0.0,0.0,0.0,1.012422837,0.7317786551,39.81849319),
('2021-03-27 14:37:27.364365',101.75,24.51,-53.9,-0.55,0.61,-0.31,5.66,8939.0,1314.0,400.0,0.0,14846.0,18872.0,-0.15,-0.05,1.0,17.7,6.26,-35.2,0.0,0.0,0.0,0.0,0.0,1.012422837,0.8778952101,39.8938291),
('2021-03-27 14:37:29.030065',101.75,24.6,-53.9,-0.31,0.31,-0.37,5.68,8978.0,1317.0,400.0,0.0,14846.0,18880.0,-0.15,-0.05,1.0,17.27,6.05,-35.8,0.0,0.0,0.0,0.0,0.0,1.012422837,0.5736723804,40.20566378),
('2021-03-27 14:37:30.660185',101.75,24.62,-53.88,-0.61,0.24,-0.31,5.66,8929.0,1314.0,400.0,0.0,14860.0,18882.0,-0.15,-0.05,1.0,17.97,5.77,-34.8,0.0,0.0,0.0,0.0,0.0,1.012422837,0.7251206796,39.58855643),
('2021-03-27 14:37:32.855100',101.75,24.62,-53.7,-0.61,0.31,-0.18,5.65,8938.0,1312.0,400.0,1.0,14847.0,18877.0,-0.15,-0.05,0.99,18.24,6.29,-33.8,0.0,0.0,0.0,0.0,0.0,1.002546757,0.7075309181,38.9191688),
('2021-03-27 14:37:36.055406',101.74,24.73,-53.77,-0.43,0.24,-0.37,5.63,8887.0,1307.0,400.0,0.0,14848.0,18875.0,-0.15,-0.05,1.0,18.6,5.44,-33.7,0.0,0.0,0.0,0.0,0.0,1.012422837,0.6159545438,38.87471672),
('2021-03-27 14:37:48.719795',101.75,24.75,-53.76,-0.37,0.37,-0.24,5.65,8924.0,1312.0,400.0,0.0,14850.0,18885.0,-0.15,-0.05,0.99,17.46,6.35,-36.1,44.260859860000004,26.00251756,163.8,0.0,0.0,1.002546757,0.5756735186,40.6002968),
('2021-03-27 14:37:51.774810',101.75,24.75,-54.02,-0.55,0.18,-0.31,5.65,8923.0,1311.0,400.0,0.0,14862.0,18885.0,-0.15,-0.05,0.99,18.49,6.18,-34.2,44.26084917,26.002504979999998,170.8,0.0,0.0,1.002546757,0.6565059025,39.36638795),
('2021-03-27 14:37:53.890185',101.75,24.7,-53.83,-0.49,0.18,-0.43,5.64,8913.0,1309.0,400.0,0.0,14881.0,18896.0,-0.15,-0.05,1.0,18.05,6.65,-36.2,44.26084941,26.00249754,172.8,0.0,0.0,1.012422837,0.6763135368,40.99347509),
('2021-03-27 14:37:57.170152',101.75,24.72,-53.82,-0.31,0.06,-0.49,5.64,8912.0,1311.0,400.0,0.0,14874.0,18894.0,-0.15,-0.05,0.99,18.59,7.02,-34.9,44.26085075,26.002496,172.4,0.0,0.0,1.002546757,0.5829236657,40.16065861),
('2021-03-27 14:38:00.445652',101.75,24.72,-53.72,-0.24,0.43,-0.43,5.65,8916.0,1311.0,400.0,0.0,14874.0,18894.0,-0.15,-0.05,0.99,17.83,6.88,-34.4,44.26085054,26.002496,172.5,0.0,0.0,1.002546757,0.6537583651,39.35229726),
('2021-03-27 14:38:05.045009',101.75,24.7,-53.69,-0.43,0.24,-0.43,5.65,8914.0,1311.0,400.0,0.0,14917.0,18922.0,-0.15,-0.05,0.99,17.96,6.2,-34.0,44.26089543,26.00246535,157.2,0.0,0.0,1.002546757,0.6537583651,38.94870473),
('2021-03-27 14:38:08.315162',101.75,24.64,-53.58,-0.37,0.43,-0.55,5.64,8919.0,1310.0,400.0,0.0,14935.0,18938.0,-0.15,-0.05,0.99,17.97,6.19,-35.0,44.260907880000005,26.00246025,153.0,0.0,0.0,1.002546757,0.7901265721,39.82759094),
('2021-03-27 14:38:10.414795',101.75,24.55,-53.73,-0.49,0.31,-0.43,5.64,8916.0,1309.0,400.0,0.0,14970.0,18961.0,-0.15,-0.05,0.99,18.26,6.13,-35.1,44.2609139,26.00245813,151.1,0.0,0.0,1.002546757,0.7218725649,40.03766352),
('2021-03-27 14:38:27.150544',101.75,24.53,-53.66,-0.49,0.31,-0.37,5.64,8901.0,1309.0,400.0,0.0,14976.0,18971.0,-0.15,-0.05,0.99,18.25,6.82,-33.5,44.260966980000006,26.002441570000002,134.6,0.0,165.2,1.002546757,0.6878226516,38.75338566),
('2021-03-27 14:38:31.984389',101.75,24.38,-53.74,-0.43,0.43,-0.31,5.64,8915.0,1310.0,400.0,0.0,14986.0,18982.0,-0.15,-0.05,0.99,17.43,6.21,-35.9,44.260967179999994,26.00244198,134.3,0.0,165.2,1.002546757,0.6825686779,40.38785709),
('2021-03-27 14:38:35.740399',101.75,24.21,-53.86,-0.55,0.18,-0.43,5.63,8909.0,1308.0,400.0,0.0,14990.0,18981.0,-0.15,-0.05,0.99,18.21,6.3,-35.1,44.26096719,26.00244213,134.3,0.0,165.2,1.002546757,0.7209715667,40.04127995),
('2021-03-27 14:38:37.904764',101.74,23.99,-53.75,-0.67,0.24,-0.31,5.62,8896.0,1306.0,400.0,0.0,15008.0,19013.0,-0.15,-0.05,0.98,18.09,6.99,-35.3,44.26096715,26.00244226,134.2,0.0,165.2,0.9926731587,0.7762731478,40.2765217),
('2021-03-27 14:38:39.989654',101.75,23.8,-53.64,-0.06,0.24,-0.79,5.62,8896.0,1306.0,400.0,0.0,15016.0,19014.0,-0.15,-0.05,0.99,18.21,6.05,-37.0,44.26096713,26.0024423,134.2,0.0,165.2,1.002546757,0.8278284847,41.67981046),
('2021-03-27 14:38:42.120362',101.73,23.69,-53.56,-0.31,0.31,-0.37,5.63,8910.0,1307.0,400.0,0.0,15012.0,19022.0,-0.15,-0.05,0.99,17.44,7.04,-36.2,44.26096711,26.002442390000002,134.1,0.0,165.2,1.002546757,0.5736723804,40.79405839),
('2021-03-27 14:38:45.100703',101.75,23.75,-53.71,-0.49,0.43,-0.24,5.63,8902.0,1307.0,400.0,0.0,15017.0,19036.0,-0.15,-0.05,0.99,18.77,5.86,-34.0,44.26096709,26.00244249,134.1,0.0,165.2,1.002546757,0.6946941773,39.27661518),
('2021-03-27 14:38:47.200019',101.75,23.77,-53.6,-0.49,0.24,-0.49,5.63,8903.0,1307.0,400.0,0.0,15017.0,19032.0,-0.15,-0.05,0.99,17.93,6.76,-35.5,44.26096712,26.00244269,134.0,0.0,165.2,1.002546757,0.7333484847,40.34144891),
('2021-03-27 14:38:49.290229',101.75,23.86,-53.69,-0.43,0.37,-0.43,5.62,8895.0,1306.0,400.0,0.0,15023.0,19036.0,-0.15,-0.05,0.99,17.81,6.49,-35.1,44.260968229999996,26.00244215,134.4,0.0,165.2,1.002546757,0.7118286311,39.89143016),
('2021-03-27 14:38:51.375525',101.75,23.8,-53.61,-0.31,0.24,-0.49,5.62,8906.0,1306.0,400.0,0.0,15022.0,19046.0,-0.15,-0.05,0.99,18.01,6.31,-35.4,44.26097119,26.0024415,135.3,0.0,165.2,1.002546757,0.6275348596,40.21611866),
('2021-03-27 14:38:53.455036',101.73,23.82,-53.75,-0.49,0.18,-0.49,5.62,8887.0,1305.0,400.0,0.0,15024.0,19043.0,-0.15,-0.05,0.99,18.19,6.51,-35.1,44.26097423,26.00244091,136.0,0.0,165.2,1.002546757,0.7159608928,40.06577342),
('2021-03-27 14:38:55.570112',101.75,23.75,-53.69,-0.61,0.37,-0.31,5.62,8893.0,1305.0,400.0,0.0,15031.0,19059.0,-0.15,-0.05,0.99,17.3,6.53,-34.9,44.26097849,26.002441779999998,137.0,0.0,165.2,1.002546757,0.7778817391,39.49608715),
('2021-03-27 14:38:57.650598',101.75,23.62,-53.62,-0.49,0.24,-0.37,5.62,8894.0,1306.0,400.0,0.0,15064.0,19069.0,-0.15,-0.05,0.99,18.25,5.47,-33.8,44.26098035,26.00244314,137.2,0.0,165.2,1.002546757,0.659241989,38.79978608),
('2021-03-27 14:38:59.725353',101.75,23.37,-53.63,-0.49,0.24,-0.31,5.61,8883.0,1304.0,400.0,0.0,15062.0,19079.0,-0.15,-0.05,0.99,17.4,5.43,-36.0,44.26098091,26.00244334,137.3,0.0,165.2,1.002546757,0.6275348596,40.3515167),
('2021-03-27 14:39:01.795601',101.75,23.47,-53.49,-0.43,0.24,-0.37,5.62,8910.0,1306.0,400.0,0.0,15056.0,19077.0,-0.15,-0.05,0.99,17.94,6.85,-34.5,44.26098102,26.0024435,137.2,0.0,165.2,1.002546757,0.6159545438,39.48437792),
('2021-03-27 14:39:04.655065',101.74,23.5,-53.52,-0.55,0.31,-0.31,5.61,8891.0,1304.0,400.0,0.0,15076.0,19098.0,-0.15,-0.05,0.98,17.57,6.42,-34.7,44.26098111,26.002443680000003,137.2,0.0,165.2,0.9926731587,0.7033491309,39.42095001),
('2021-03-27 14:39:07.575367',101.74,23.17,-53.45,-0.67,0.43,-0.49,5.6,8883.0,1303.0,400.0,0.0,15089.0,19104.0,-0.15,-0.05,0.98,18.51,6.15,-36.0,44.26098124,26.00244391,137.1,0.0,165.2,0.9926731587,0.9348261871,40.94438423),
('2021-03-27 14:39:10.514736',101.75,23.21,-53.58,-0.37,0.31,-0.49,5.6,8883.0,1302.0,400.0,0.0,15097.0,19112.0,-0.15,-0.05,0.98,17.7,6.07,-36.1,44.26098131,26.00244406,137.1,0.0,165.2,0.9926731587,0.6878226516,40.66134405),
('2021-03-27 14:39:12.576154',101.75,23.23,-53.48,-0.61,0.24,-0.49,5.6,8880.0,1302.0,400.0,0.0,15100.0,19121.0,-0.15,-0.05,0.98,19.27,6.31,-34.4,44.26098156,26.00244412,137.0,0.0,165.2,0.9926731587,0.8184130986,39.93130351),
('2021-03-27 14:39:14.639786',101.74,23.15,-53.49,-0.37,0.18,-0.55,5.6,8872.0,1302.0,400.0,0.0,15098.0,19120.0,-0.15,-0.05,0.99,17.64,6.77,-36.5,44.26098178,26.002444230000002,137.0,0.0,165.2,1.002546757,0.6868769904,41.10051703),
('2021-03-27 14:39:17.474976',101.74,23.15,-53.39,-0.49,0.06,-0.43,5.6,8865.0,1302.0,400.0,0.0,15099.0,19128.0,-0.15,-0.05,0.99,17.68,6.2,-36.1,44.26098204,26.00244439,136.9,0.0,165.2,1.002546757,0.6546754921,40.6722559),
('2021-03-27 14:39:19.564617',101.75,23.19,-53.44,-0.61,0.31,-0.24,5.59,8861.0,1301.0,400.0,0.0,15107.0,19135.0,-0.15,-0.05,0.99,18.13,5.82,-35.2,44.26098239,26.00244456,136.8,0.0,165.2,1.002546757,0.7251206796,40.02011119),
('2021-03-27 14:39:21.695184',101.75,23.19,-53.38,-0.61,0.31,-0.55,5.58,8858.0,1301.0,400.0,0.0,15101.0,19130.0,-0.15,-0.05,0.99,17.76,6.09,-34.7,44.260982659999996,26.00244467,136.7,0.0,165.2,1.002546757,0.8778952101,39.45371592),
('2021-03-27 14:39:23.815495',101.75,23.19,-53.24,-0.55,0.18,-0.55,5.58,8862.0,1299.0,400.0,2.0,15087.0,19126.0,-0.15,-0.05,0.99,18.12,6.25,-34.7,44.260982889999994,26.00244476,136.7,0.0,165.2,1.002546757,0.7983733462,39.64198406),
('2021-03-27 14:39:25.955097',101.75,23.28,-53.26,-0.43,0.43,-0.49,5.59,8860.0,1301.0,400.0,5.0,15083.0,19127.0,-0.15,-0.05,0.99,17.74,7.17,-36.0,44.26098312,26.00244482,136.6,0.0,165.2,1.002546757,0.7809609465,40.76906303),
('2021-03-27 14:39:28.075342',101.75,23.36,-53.37,-0.37,0.37,-0.37,5.6,8878.0,1302.0,401.0,8.0,15076.0,19122.0,-0.15,-0.05,1.0,18.51,6.12,-34.9,44.26098334,26.002444850000003,136.5,0.0,165.2,1.012422837,0.6408587988,39.97604908),
('2021-03-27 14:39:30.254888',101.75,23.39,-53.44,-0.55,0.67,-0.43,5.58,8838.0,1298.0,400.0,10.0,15076.0,19122.0,-0.15,-0.05,0.99,17.81,6.2,-36.1,44.26098355,26.002444850000003,136.5,0.0,165.2,1.002546757,0.9676259608,40.72893443),
('2021-03-27 14:39:32.370106',101.75,23.45,-53.19,-0.31,0.43,-0.61,5.6,8873.0,1302.0,407.0,8.0,15077.0,19120.0,-0.15,-0.05,0.99,18.18,5.99,-33.8,44.26098373,26.00244486,136.4,0.0,165.2,1.002546757,0.8081460264,38.84369318),
('2021-03-27 14:39:36.119903',101.75,23.5,-53.3,-0.73,0.55,-0.43,5.58,8843.0,1299.0,414.0,16.0,15061.0,19108.0,-0.15,-0.05,0.99,18.03,6.32,-34.7,44.26098411,26.002444930000003,136.3,0.0,165.2,1.002546757,1.010099005,39.61203479),
('2021-03-27 14:39:39.875530',101.74,23.6,-53.5,-0.43,0.31,-0.49,5.59,8848.0,1300.0,427.0,18.0,15055.0,19114.0,-0.15,-0.05,0.99,17.54,6.43,-35.8,44.26098446,26.002445010000002,136.2,0.0,165.2,1.002546757,0.7218725649,40.3811404),
('2021-03-27 14:39:41.989584',101.75,23.62,-53.39,-0.55,0.31,-0.61,5.6,8881.0,1303.0,428.0,21.0,15056.0,19105.0,-0.15,-0.05,0.99,17.77,5.97,-34.4,44.26098464,26.00244503,136.2,0.0,165.2,1.002546757,0.8778952101,39.1761892),
('2021-03-27 14:39:44.906386',101.75,23.77,-53.63,-0.31,0.37,-0.61,5.59,8882.0,1303.0,442.0,21.0,15050.0,19102.0,-0.15,-0.05,0.99,17.88,6.49,-35.6,44.26098491,26.002445090000002,136.1,0.0,165.2,1.002546757,0.7778817391,40.36303383),
('2021-03-27 14:39:46.985186',101.75,23.84,-53.33,-0.55,0.55,-0.49,5.6,8863.0,1302.0,443.0,22.0,15039.0,19094.0,-0.15,-0.05,0.99,17.82,6.25,-35.0,44.26098507,26.00244514,136.1,0.0,165.2,1.002546757,0.9192932068,39.76952225),
('2021-03-27 14:39:49.904950',101.75,23.91,-53.47,-0.49,0.43,-0.55,5.6,8858.0,1303.0,441.0,23.0,15043.0,19096.0,-0.15,-0.05,0.99,17.18,6.3,-35.2,44.26098522,26.00244516,136.0,0.0,165.2,1.002546757,0.8529361055,39.67218673),
('2021-03-27 14:39:51.985536',101.74,23.93,-53.32,-0.67,0.37,-0.49,5.59,8845.0,1300.0,445.0,27.0,15039.0,19094.0,-0.15,-0.05,0.99,18.69,6.47,-35.2,44.26098542,26.00244525,136.0,0.0,165.2,1.002546757,0.9087904049,40.37594581),
('2021-03-27 14:39:54.215940',101.74,23.91,-53.34,-0.67,0.31,-0.31,5.6,8872.0,1302.0,431.0,22.0,15053.0,19100.0,-0.15,-0.05,0.99,18.19,6.03,-35.3,44.260985579999996,26.002445280000003,136.0,0.0,165.2,1.002546757,0.8006872048,40.16624204),
('2021-03-27 14:39:56.186323',101.75,23.8,-53.5,-0.67,0.24,-0.43,5.6,8864.0,1301.0,424.0,22.0,15063.0,19109.0,-0.15,-0.05,0.99,18.04,5.73,-34.8,44.260985739999995,26.00244533,135.9,0.0,165.2,1.002546757,0.8315046602,39.61457434),
('2021-03-27 14:39:58.110981',101.75,23.75,-53.43,-0.43,0.37,-0.85,5.59,8844.0,1302.0,400.0,0.0,15149.0,19179.0,-0.15,-0.05,0.99,17.55,6.53,-35.1,44.260985870000006,26.002445360000003,135.9,0.0,165.2,1.002546757,1.021909976,39.78257659),
('2021-03-27 14:40:00.984991',101.75,23.88,-53.55,-0.61,0.37,-0.43,5.59,8839.0,1301.0,400.0,0.0,15150.0,19178.0,-0.15,-0.05,0.99,18.98,6.48,-32.5,44.26098607,26.002445480000002,135.8,0.0,165.2,1.002546757,0.8330066026,38.19006153),
('2021-03-27 14:40:03.064769',101.75,24.47,-54.21,-0.43,0.31,-0.49,5.58,8824.0,1299.0,400.0,0.0,15154.0,19192.0,-0.15,-0.05,0.99,17.94,6.74,-34.9,44.260986190000004,26.002445509999998,135.8,0.0,165.2,1.002546757,0.7218725649,39.81558991),
('2021-03-27 14:40:06.729674',101.74,24.51,-54.57,-0.37,0.43,-0.55,5.6,8847.0,1302.0,400.0,0.0,15149.0,19183.0,-0.15,-0.05,0.99,17.74,6.95,-36.2,44.26098672,26.00244382,135.0,0.0,135.3,1.002546757,0.7901265721,40.90782443),
('2021-03-27 14:40:08.834794',101.75,24.55,-54.56,-0.43,0.37,-0.67,5.59,8834.0,1300.0,400.0,0.0,15146.0,19184.0,-0.15,-0.05,0.99,18.46,6.23,-35.0,44.260991759999996,26.00243589,133.9,0.0,135.3,1.002546757,0.8778952101,40.05726526),
('2021-03-27 14:40:11.744858',101.75,24.6,-54.46,-0.18,0.61,-0.49,5.58,8837.0,1299.0,400.0,0.0,15136.0,19181.0,-0.15,-0.05,0.99,18.09,6.74,-35.1,44.26099448,26.00243229,133.2,0.0,135.3,1.002546757,0.8028698525,40.05852843),
('2021-03-27 14:40:16.219779',101.75,24.64,-54.44,-0.18,0.24,-0.43,5.57,8830.0,1297.0,400.0,0.0,15133.0,19183.0,-0.15,-0.05,1.0,18.04,6.98,-34.8,44.26100044,26.00242969,131.9,0.0,135.3,1.012422837,0.5243090692,39.81459531),
('2021-03-27 14:40:19.919989',101.75,24.73,-54.43,-0.43,0.31,-0.37,5.56,8812.0,1295.0,400.0,0.0,15136.0,19181.0,-0.15,-0.05,0.99,18.42,6.54,-33.9,44.261001050000004,26.00242952,131.8,0.0,135.3,1.002546757,0.6464518544,39.13154738),
('2021-03-27 14:40:22.025102',101.73,24.68,-54.5,-0.37,0.49,-0.61,5.57,8830.0,1298.0,400.0,0.0,15142.0,19179.0,-0.15,-0.05,0.99,18.73,6.31,-33.7,44.26100109,26.00242952,131.8,0.0,135.3,1.002546757,0.8655056326,39.06813279),
('2021-03-27 14:40:27.330547',101.75,24.66,-54.38,-0.55,0.43,-0.61,5.56,8819.0,1294.0,400.0,0.0,15156.0,19191.0,-0.15,-0.05,0.99,18.1,6.84,-36.0,44.26100109,26.00242952,131.8,0.0,135.3,1.002546757,0.9270922284,40.87047345),
('2021-03-27 14:40:29.449526',101.75,24.64,-54.53,-0.49,0.43,-0.31,5.51,8842.0,1287.0,400.0,0.0,15172.0,19200.0,-0.15,-0.05,0.99,18.91,6.14,-35.2,44.26100112,26.00242952,131.7,0.0,135.3,1.002546757,0.7218725649,40.42681907),
('2021-03-27 14:40:33.210217',101.75,24.47,-55.24,-0.31,0.31,-0.43,5.51,8811.0,1286.0,400.0,0.0,15167.0,19197.0,-0.15,-0.05,0.99,17.9,6.4,-34.4,44.26100112,26.00242949,131.7,0.0,135.3,1.002546757,0.6140846847,39.30305332),
('2021-03-27 14:40:35.445531',101.75,24.6,-55.72,-0.24,0.55,-0.55,5.52,8840.0,1287.0,408.0,0.0,15164.0,19195.0,-0.15,-0.05,0.99,18.24,6.45,-33.7,44.26100112,26.00242945,131.7,0.0,135.3,1.002546757,0.814002457,38.85859107),
('2021-03-27 14:40:38.329498',101.73,24.64,-55.33,-0.18,0.31,-0.49,5.53,8845.0,1289.0,417.0,0.0,15162.0,19202.0,-0.15,-0.05,0.99,18.49,6.62,-34.8,44.26100112,26.00242942,131.7,0.0,135.3,1.002546757,0.6071243695,39.95928553),
('2021-03-27 14:40:40.444660',101.75,24.66,-55.54,-0.24,0.61,-0.37,5.59,8946.0,1300.0,429.0,3.0,15147.0,19193.0,-0.15,-0.05,0.99,18.93,6.3,-34.0,44.26100112,26.002429390000003,131.7,0.0,135.3,1.002546757,0.7527283707,39.42124935),
('2021-03-27 14:40:48.925508',101.75,24.72,-56.0,-0.37,0.49,-0.24,5.59,8874.0,1300.0,424.0,6.0,15150.0,19191.0,-0.15,-0.05,0.99,17.54,6.67,-35.7,44.26100115,26.00242938,131.7,0.0,135.3,1.002546757,0.659241989,40.33150753),
('2021-03-27 14:40:51.801081',101.75,24.7,-54.96,-0.31,0.49,-0.55,5.57,8835.0,1297.0,426.0,1.0,15156.0,19193.0,-0.15,-0.05,0.99,18.47,5.99,-33.6,44.261001230000005,26.00242934,131.7,0.0,135.3,1.002546757,0.799187087,38.80697102),
('2021-03-27 14:40:53.775217',101.75,24.68,-54.58,-0.31,0.37,-0.31,5.57,8826.0,1298.0,435.0,5.0,15149.0,19194.0,-0.15,-0.05,1.0,18.12,5.96,-36.3,44.26100126,26.00242934,131.6,0.0,135.3,1.012422837,0.5736723804,41.006658),
('2021-03-27 14:40:55.879779',101.74,24.75,-54.3,-0.24,0.43,-0.37,5.57,8823.0,1297.0,435.0,2.0,15149.0,19190.0,-0.15,-0.05,0.99,17.85,7.17,-35.2,44.26100129,26.00242941,131.6,0.0,135.3,1.002546757,0.6159545438,40.11323223),
('2021-03-27 14:40:59.559755',101.75,24.72,-54.25,-0.31,0.37,-0.37,5.58,8815.0,1298.0,424.0,4.0,15155.0,19192.0,-0.15,-0.05,1.0,18.49,5.81,-34.8,44.26100136,26.00242944,131.6,0.0,135.3,1.012422837,0.608194048,39.83310432),
('2021-03-27 14:41:01.715018',101.75,24.75,-54.14,-0.31,0.31,-0.43,5.56,8812.0,1295.0,424.0,0.0,15152.0,19197.0,-0.15,-0.05,0.99,18.29,6.64,-36.0,44.261001379999996,26.00242944,131.6,0.0,135.3,1.002546757,0.6140846847,40.92204418),
('2021-03-27 14:41:06.945061',101.75,24.81,-54.2,-0.43,0.43,-0.43,5.58,8834.0,1299.0,431.0,1.0,15149.0,19200.0,-0.15,-0.05,0.99,17.93,7.17,-34.9,44.261001379999996,26.0024294,131.6,0.0,135.3,1.002546757,0.7447818473,39.88613544),
('2021-03-27 14:41:08.995245',101.75,24.86,-54.27,-0.24,0.55,-0.37,5.56,8799.0,1294.0,423.0,3.0,15150.0,19187.0,-0.15,-0.05,0.99,19.08,6.51,-33.1,44.26100141,26.00242938,131.6,0.0,135.3,1.002546757,0.7049822693,38.75611565),
('2021-03-27 14:41:10.995040',101.74,24.79,-54.16,-0.31,0.49,-0.43,5.58,8820.0,1298.0,432.0,0.0,15151.0,19194.0,-0.15,-0.05,0.99,19.3,6.62,-33.9,44.26100144,26.002429350000003,131.6,0.0,135.3,1.002546757,0.7218725649,39.56670823),
('2021-03-27 14:41:13.110962',101.75,24.85,-54.16,-0.37,0.37,-0.24,5.58,8826.0,1298.0,435.0,3.0,15134.0,19177.0,-0.15,-0.05,0.99,17.5,6.43,-36.5,44.261001459999996,26.00242932,131.6,0.0,135.3,1.002546757,0.5756735186,40.98591099),
('2021-03-27 14:41:15.194640',101.75,24.96,-54.1,-0.43,0.37,-0.49,5.57,8821.0,1297.0,451.0,13.0,15129.0,19178.0,-0.15,-0.05,0.99,18.46,6.09,-33.5,44.261001470000004,26.002429310000004,131.6,0.0,135.3,1.002546757,0.7495998933,38.73124966),
('2021-03-27 14:41:25.105689',101.75,24.94,-54.1,-0.43,0.43,-0.49,5.58,8816.0,1296.0,462.0,12.0,15117.0,19183.0,-0.15,-0.05,1.0,17.71,6.6,-35.7,44.26100151,26.002429269999997,131.5,0.0,135.3,1.012422837,0.7809609465,40.3942335),
('2021-03-27 14:41:27.300318',101.75,24.96,-54.01,-0.37,0.43,-0.43,5.56,8809.0,1295.0,464.0,11.0,15123.0,19176.0,-0.15,-0.05,0.99,17.69,7.06,-35.3,44.26100152,26.002429229999997,131.5,0.0,135.3,1.002546757,0.7118286311,40.11071802),
('2021-03-27 14:41:29.414912',101.74,24.99,-53.79,-0.37,0.37,-0.49,5.57,8803.0,1296.0,477.0,14.0,15113.0,19171.0,-0.15,-0.05,0.99,18.15,6.6,-35.4,44.26100153,26.00242924,131.5,0.0,135.3,1.002546757,0.7168681887,40.32545722),
